,duration,emp.var.rate,euribor3m,nr.employed,pdays,poutcome_success,previous,y_yes
7605,168,1.1,4.864,5191.0,999,0,0,0
7606,31,1.1,4.864,5191.0,999,0,0,0
7607,66,1.1,4.864,5191.0,999,0,0,0
7608,512,1.1,4.864,5191.0,999,0,0,0
7609,188,1.1,4.864,5191.0,999,0,0,0
7610,214,1.1,4.864,5191.0,999,0,0,0
7611,65,1.1,4.864,5191.0,999,0,0,0
7612,80,1.1,4.864,5191.0,999,0,0,0
7613,1980,1.1,4.864,5191.0,999,0,0,1
7614,358,1.1,4.864,5191.0,999,0,0,0
7615,398,1.1,4.864,5191.0,999,0,0,0
7616,62,1.1,4.864,5191.0,999,0,0,0
7617,265,1.1,4.864,5191.0,999,0,0,0
7618,618,1.1,4.864,5191.0,999,0,0,0
7619,256,1.1,4.864,5191.0,999,0,0,0
7620,722,1.1,4.864,5191.0,999,0,0,1
7621,199,1.1,4.864,5191.0,999,0,0,0
7622,510,1.1,4.864,5191.0,999,0,0,0
7623,355,1.1,4.864,5191.0,999,0,0,0
7624,150,1.1,4.864,5191.0,999,0,0,0
7625,159,1.1,4.864,5191.0,999,0,0,0
7626,170,1.1,4.864,5191.0,999,0,0,0
7627,243,1.1,4.864,5191.0,999,0,0,0
7628,140,1.1,4.864,5191.0,999,0,0,0
7629,267,1.1,4.864,5191.0,999,0,0,0
7630,219,1.1,4.864,5191.0,999,0,0,0
7631,67,1.1,4.864,5191.0,999,0,0,0
7632,112,1.1,4.864,5191.0,999,0,0,0
7633,216,1.1,4.864,5191.0,999,0,0,0
7634,167,1.1,4.864,5191.0,999,0,0,0
7635,78,1.1,4.864,5191.0,999,0,0,0
7636,222,1.1,4.864,5191.0,999,0,0,0
7637,363,1.1,4.864,5191.0,999,0,0,0
7638,109,1.1,4.864,5191.0,999,0,0,0
7639,67,1.1,4.864,5191.0,999,0,0,0
7640,41,1.1,4.864,5191.0,999,0,0,0
7641,156,1.1,4.864,5191.0,999,0,0,0
7642,108,1.1,4.864,5191.0,999,0,0,0
7643,408,1.1,4.864,5191.0,999,0,0,0
7644,272,1.1,4.864,5191.0,999,0,0,0
7645,135,1.1,4.864,5191.0,999,0,0,0
7646,107,1.1,4.864,5191.0,999,0,0,0
7647,742,1.1,4.864,5191.0,999,0,0,0
7648,166,1.1,4.864,5191.0,999,0,0,0
7649,376,1.1,4.864,5191.0,999,0,0,0
7650,138,1.1,4.864,5191.0,999,0,0,0
7651,16,1.1,4.864,5191.0,999,0,0,0
7652,984,1.1,4.864,5191.0,999,0,0,1
7653,363,1.1,4.864,5191.0,999,0,0,0
7654,339,1.1,4.864,5191.0,999,0,0,0
7655,161,1.1,4.864,5191.0,999,0,0,0
7656,28,1.1,4.864,5191.0,999,0,0,0
7657,170,1.1,4.864,5191.0,999,0,0,0
7658,66,1.1,4.864,5191.0,999,0,0,0
7659,199,1.1,4.864,5191.0,999,0,0,0
7660,274,1.1,4.864,5191.0,999,0,0,0
7661,136,1.1,4.864,5191.0,999,0,0,0
7662,62,1.1,4.864,5191.0,999,0,0,0
7663,58,1.1,4.864,5191.0,999,0,0,0
7664,189,1.1,4.864,5191.0,999,0,0,0
7665,135,1.1,4.864,5191.0,999,0,0,0
7666,319,1.1,4.864,5191.0,999,0,0,0
7667,352,1.1,4.864,5191.0,999,0,0,0
7668,230,1.1,4.864,5191.0,999,0,0,0
7669,178,1.1,4.864,5191.0,999,0,0,0
7670,42,1.1,4.864,5191.0,999,0,0,0
7671,171,1.1,4.864,5191.0,999,0,0,0
7672,119,1.1,4.864,5191.0,999,0,0,0
7673,66,1.1,4.864,5191.0,999,0,0,0
7674,130,1.1,4.864,5191.0,999,0,0,0
7675,390,1.1,4.864,5191.0,999,0,0,0
7676,101,1.1,4.864,5191.0,999,0,0,0
7677,78,1.1,4.864,5191.0,999,0,0,0
7678,100,1.1,4.864,5191.0,999,0,0,0
7679,212,1.1,4.864,5191.0,999,0,0,0
7680,181,1.1,4.864,5191.0,999,0,0,0
7681,72,1.1,4.864,5191.0,999,0,0,0
7682,390,1.1,4.864,5191.0,999,0,0,0
7683,324,1.1,4.864,5191.0,999,0,0,0
7684,163,1.1,4.864,5191.0,999,0,0,0
7685,110,1.1,4.864,5191.0,999,0,0,0
7686,72,1.1,4.864,5191.0,999,0,0,0
7687,85,1.1,4.864,5191.0,999,0,0,0
7688,54,1.1,4.864,5191.0,999,0,0,0
7689,231,1.1,4.864,5191.0,999,0,0,0
7690,833,1.1,4.864,5191.0,999,0,0,0
7691,124,1.1,4.864,5191.0,999,0,0,0
7692,57,1.1,4.864,5191.0,999,0,0,0
7693,115,1.1,4.864,5191.0,999,0,0,0
7694,78,1.1,4.864,5191.0,999,0,0,0
7695,43,1.1,4.864,5191.0,999,0,0,0
7696,229,1.1,4.864,5191.0,999,0,0,0
7697,81,1.1,4.864,5191.0,999,0,0,0
7698,86,1.1,4.864,5191.0,999,0,0,0
7699,273,1.1,4.864,5191.0,999,0,0,0
7700,30,1.1,4.864,5191.0,999,0,0,0
7701,288,1.1,4.864,5191.0,999,0,0,0
7702,247,1.1,4.864,5191.0,999,0,0,0
7703,85,1.1,4.864,5191.0,999,0,0,0
7704,76,1.1,4.864,5191.0,999,0,0,0
7705,85,1.1,4.864,5191.0,999,0,0,0
7706,170,1.1,4.864,5191.0,999,0,0,0
7707,428,1.1,4.864,5191.0,999,0,0,0
7708,370,1.1,4.864,5191.0,999,0,0,0
7709,137,1.1,4.864,5191.0,999,0,0,0
7710,293,1.1,4.864,5191.0,999,0,0,0
7711,153,1.1,4.864,5191.0,999,0,0,0
7712,281,1.1,4.864,5191.0,999,0,0,0
7713,46,1.1,4.864,5191.0,999,0,0,0
7714,26,1.1,4.864,5191.0,999,0,0,0
7715,104,1.1,4.864,5191.0,999,0,0,0
7716,205,1.1,4.864,5191.0,999,0,0,0
7717,891,1.1,4.864,5191.0,999,0,0,1
7718,34,1.1,4.864,5191.0,999,0,0,0
7719,745,1.1,4.864,5191.0,999,0,0,1
7720,292,1.1,4.864,5191.0,999,0,0,0
7721,135,1.1,4.864,5191.0,999,0,0,0
7722,45,1.1,4.864,5191.0,999,0,0,0
7723,99,1.1,4.864,5191.0,999,0,0,0
7724,148,1.1,4.864,5191.0,999,0,0,0
7725,539,1.1,4.864,5191.0,999,0,0,1
7726,84,1.1,4.864,5191.0,999,0,0,0
7727,3631,1.1,4.864,5191.0,999,0,0,1
7728,435,1.1,4.864,5191.0,999,0,0,0
7729,29,1.1,4.864,5191.0,999,0,0,0
7730,510,1.1,4.864,5191.0,999,0,0,0
7731,1044,1.1,4.864,5191.0,999,0,0,1
7732,59,1.1,4.864,5191.0,999,0,0,0
7733,96,1.1,4.864,5191.0,999,0,0,0
7734,122,1.1,4.864,5191.0,999,0,0,0
7735,84,1.1,4.864,5191.0,999,0,0,0
7736,33,1.1,4.864,5191.0,999,0,0,0
7737,43,1.1,4.864,5191.0,999,0,0,0
7738,223,1.1,4.864,5191.0,999,0,0,0
7739,288,1.1,4.864,5191.0,999,0,0,0
7740,306,1.1,4.864,5191.0,999,0,0,0
7741,81,1.1,4.864,5191.0,999,0,0,0
7742,53,1.1,4.864,5191.0,999,0,0,0
7743,436,1.1,4.864,5191.0,999,0,0,0
7744,41,1.1,4.864,5191.0,999,0,0,0
7745,147,1.1,4.864,5191.0,999,0,0,0
7746,81,1.1,4.864,5191.0,999,0,0,0
7747,232,1.1,4.864,5191.0,999,0,0,0
7748,97,1.1,4.864,5191.0,999,0,0,0
7749,82,1.1,4.864,5191.0,999,0,0,0
7750,60,1.1,4.864,5191.0,999,0,0,0
7751,141,1.1,4.864,5191.0,999,0,0,0
7752,206,1.1,4.864,5191.0,999,0,0,0
7753,170,1.1,4.864,5191.0,999,0,0,0
7754,251,1.1,4.864,5191.0,999,0,0,0
7755,25,1.1,4.864,5191.0,999,0,0,0
7756,120,1.1,4.864,5191.0,999,0,0,0
7757,123,1.1,4.864,5191.0,999,0,0,0
7758,58,1.1,4.864,5191.0,999,0,0,0
7759,28,1.1,4.864,5191.0,999,0,0,0
7760,1193,1.1,4.864,5191.0,999,0,0,0
7761,127,1.1,4.864,5191.0,999,0,0,0
7762,395,1.1,4.864,5191.0,999,0,0,0
7763,72,1.4,4.865,5228.1,999,0,0,0
7764,119,1.4,4.865,5228.1,999,0,0,0
7765,100,1.4,4.865,5228.1,999,0,0,0
7766,80,1.4,4.865,5228.1,999,0,0,0
7767,132,1.4,4.865,5228.1,999,0,0,0
7768,140,1.4,4.865,5228.1,999,0,0,0
7769,130,1.4,4.865,5228.1,999,0,0,0
7770,251,1.4,4.865,5228.1,999,0,0,0
7771,71,1.4,4.865,5228.1,999,0,0,0
7772,52,1.4,4.865,5228.1,999,0,0,0
7773,108,1.4,4.865,5228.1,999,0,0,0
7774,150,1.4,4.865,5228.1,999,0,0,0
7775,25,1.4,4.865,5228.1,999,0,0,0
7776,90,1.4,4.865,5228.1,999,0,0,0
7777,51,1.4,4.865,5228.1,999,0,0,0
7778,361,1.4,4.865,5228.1,999,0,0,0
7779,88,1.4,4.865,5228.1,999,0,0,0
7780,372,1.4,4.865,5228.1,999,0,0,0
7781,360,1.4,4.865,5228.1,999,0,0,0
7782,63,1.4,4.865,5228.1,999,0,0,0
7783,550,1.4,4.865,5228.1,999,0,0,0
7784,133,1.4,4.865,5228.1,999,0,0,0
7785,68,1.4,4.865,5228.1,999,0,0,0
7786,175,1.4,4.865,5228.1,999,0,0,0
7787,202,1.4,4.865,5228.1,999,0,0,0
7788,192,1.4,4.865,5228.1,999,0,0,0
7789,484,1.4,4.865,5228.1,999,0,0,0
7790,230,1.4,4.865,5228.1,999,0,0,0
7791,403,1.4,4.865,5228.1,999,0,0,0
7792,178,1.4,4.865,5228.1,999,0,0,0
7793,502,1.4,4.865,5228.1,999,0,0,1
7794,338,1.4,4.865,5228.1,999,0,0,0
7795,205,1.4,4.865,5228.1,999,0,0,0
7796,92,1.4,4.865,5228.1,999,0,0,0
7797,268,1.4,4.865,5228.1,999,0,0,0
7798,185,1.4,4.865,5228.1,999,0,0,0
7799,163,1.4,4.865,5228.1,999,0,0,0
7800,362,1.4,4.865,5228.1,999,0,0,0
7801,367,1.4,4.865,5228.1,999,0,0,0
7802,230,1.4,4.865,5228.1,999,0,0,0
7803,26,1.4,4.865,5228.1,999,0,0,0
7804,63,1.4,4.865,5228.1,999,0,0,0
7805,493,1.4,4.865,5228.1,999,0,0,0
7806,113,1.4,4.865,5228.1,999,0,0,0
7807,215,1.4,4.865,5228.1,999,0,0,0
7808,947,1.4,4.865,5228.1,999,0,0,1
7809,177,1.4,4.865,5228.1,999,0,0,0
7810,123,1.4,4.865,5228.1,999,0,0,0
7811,1075,1.4,4.865,5228.1,999,0,0,0
7812,21,1.4,4.865,5228.1,999,0,0,0
7813,114,1.4,4.865,5228.1,999,0,0,0
7814,526,1.4,4.865,5228.1,999,0,0,1
7815,163,1.4,4.865,5228.1,999,0,0,0
7816,245,1.4,4.865,5228.1,999,0,0,0
7817,394,1.4,4.865,5228.1,999,0,0,1
7818,258,1.4,4.865,5228.1,999,0,0,0
7819,659,1.4,4.865,5228.1,999,0,0,1
7820,417,1.4,4.865,5228.1,999,0,0,0
7821,40,1.4,4.865,5228.1,999,0,0,0
7822,527,1.4,4.865,5228.1,999,0,0,0
7823,651,1.4,4.865,5228.1,999,0,0,0
7824,129,1.4,4.865,5228.1,999,0,0,0
7825,409,1.4,4.865,5228.1,999,0,0,0
7826,283,1.4,4.865,5228.1,999,0,0,0
7827,144,1.4,4.865,5228.1,999,0,0,0
7828,97,1.4,4.865,5228.1,999,0,0,0
7829,168,1.4,4.865,5228.1,999,0,0,0
7830,101,1.4,4.865,5228.1,999,0,0,0
7831,67,1.4,4.865,5228.1,999,0,0,0
7832,64,1.4,4.865,5228.1,999,0,0,0
7833,143,1.4,4.865,5228.1,999,0,0,0
7834,70,1.4,4.865,5228.1,999,0,0,0
7835,1036,1.4,4.865,5228.1,999,0,0,1
7836,384,1.4,4.865,5228.1,999,0,0,0
7837,172,1.4,4.865,5228.1,999,0,0,0
7838,105,1.4,4.865,5228.1,999,0,0,0
7839,60,1.4,4.865,5228.1,999,0,0,0
7840,26,1.4,4.865,5228.1,999,0,0,0
7841,364,1.4,4.865,5228.1,999,0,0,0
7842,227,1.4,4.865,5228.1,999,0,0,0
7843,151,1.4,4.865,5228.1,999,0,0,0
7844,464,1.4,4.865,5228.1,999,0,0,0
7845,68,1.4,4.865,5228.1,999,0,0,0
7846,464,1.4,4.865,5228.1,999,0,0,0
7847,389,1.4,4.865,5228.1,999,0,0,0
7848,185,1.4,4.865,5228.1,999,0,0,0
7849,128,1.4,4.865,5228.1,999,0,0,0
7850,88,1.4,4.865,5228.1,999,0,0,0
7851,136,1.4,4.865,5228.1,999,0,0,0
7852,123,1.4,4.865,5228.1,999,0,0,0
7853,266,1.4,4.865,5228.1,999,0,0,0
7854,466,1.4,4.865,5228.1,999,0,0,0
7855,80,1.4,4.865,5228.1,999,0,0,0
7856,490,1.4,4.865,5228.1,999,0,0,0
7857,232,1.4,4.865,5228.1,999,0,0,0
7858,61,1.4,4.865,5228.1,999,0,0,0
7859,537,1.4,4.865,5228.1,999,0,0,0
7860,197,1.4,4.865,5228.1,999,0,0,0
7861,464,1.4,4.865,5228.1,999,0,0,0
7862,447,1.4,4.865,5228.1,999,0,0,0
7863,164,1.4,4.865,5228.1,999,0,0,0
7864,184,1.4,4.865,5228.1,999,0,0,0
7865,127,1.4,4.865,5228.1,999,0,0,0
7866,373,1.4,4.865,5228.1,999,0,0,0
7867,42,1.4,4.865,5228.1,999,0,0,0
7868,132,1.4,4.865,5228.1,999,0,0,0
7869,579,1.4,4.865,5228.1,999,0,0,0
7870,180,1.4,4.865,5228.1,999,0,0,0
7871,159,1.4,4.865,5228.1,999,0,0,0
7872,66,1.4,4.865,5228.1,999,0,0,0
7873,239,1.4,4.865,5228.1,999,0,0,0
7874,95,1.4,4.865,5228.1,999,0,0,0
7875,156,1.4,4.865,5228.1,999,0,0,0
7876,89,1.4,4.865,5228.1,999,0,0,0
7877,174,1.4,4.865,5228.1,999,0,0,0
7878,59,1.4,4.865,5228.1,999,0,0,0
7879,193,1.4,4.865,5228.1,999,0,0,0
7880,215,1.4,4.865,5228.1,999,0,0,0
7881,563,1.4,4.865,5228.1,999,0,0,1
7882,273,1.4,4.865,5228.1,999,0,0,0
7883,258,1.4,4.865,5228.1,999,0,0,0
7884,223,1.4,4.865,5228.1,999,0,0,0
7885,76,1.4,4.865,5228.1,999,0,0,0
7886,920,1.4,4.865,5228.1,999,0,0,0
7887,152,1.4,4.865,5228.1,999,0,0,0
7888,130,1.4,4.865,5228.1,999,0,0,0
7889,21,1.4,4.865,5228.1,999,0,0,0
7890,118,1.4,4.865,5228.1,999,0,0,0
7891,113,1.4,4.865,5228.1,999,0,0,0
7892,369,1.4,4.865,5228.1,999,0,0,0
7893,122,1.4,4.865,5228.1,999,0,0,0
7894,445,1.4,4.865,5228.1,999,0,0,0
7895,47,1.4,4.865,5228.1,999,0,0,0
7896,425,1.4,4.865,5228.1,999,0,0,0
7897,142,1.4,4.865,5228.1,999,0,0,0
7898,317,1.4,4.865,5228.1,999,0,0,0
7899,184,1.4,4.865,5228.1,999,0,0,0
7900,354,1.4,4.865,5228.1,999,0,0,0
7901,82,1.4,4.865,5228.1,999,0,0,0
7902,105,1.4,4.865,5228.1,999,0,0,0
7903,83,1.4,4.865,5228.1,999,0,0,0
7904,209,1.4,4.865,5228.1,999,0,0,0
7905,53,1.4,4.865,5228.1,999,0,0,0
7906,210,1.4,4.865,5228.1,999,0,0,0
7907,381,1.4,4.865,5228.1,999,0,0,0
7908,112,1.4,4.865,5228.1,999,0,0,0
7909,278,1.4,4.865,5228.1,999,0,0,0
7910,183,1.4,4.865,5228.1,999,0,0,0
7911,389,1.4,4.865,5228.1,999,0,0,0
7912,69,1.4,4.865,5228.1,999,0,0,0
7913,24,1.4,4.865,5228.1,999,0,0,0
7914,143,1.4,4.865,5228.1,999,0,0,0
7915,302,1.4,4.865,5228.1,999,0,0,0
7916,68,1.4,4.865,5228.1,999,0,0,0
7917,183,1.4,4.865,5228.1,999,0,0,0
7918,49,1.4,4.865,5228.1,999,0,0,0
7919,148,1.4,4.865,5228.1,999,0,0,0
7920,481,1.4,4.865,5228.1,999,0,0,0
7921,45,1.4,4.865,5228.1,999,0,0,0
7922,121,1.4,4.865,5228.1,999,0,0,0
7923,180,1.4,4.865,5228.1,999,0,0,0
7924,283,1.4,4.865,5228.1,999,0,0,0
7925,312,1.4,4.865,5228.1,999,0,0,0
7926,147,1.4,4.865,5228.1,999,0,0,0
7927,178,1.4,4.865,5228.1,999,0,0,0
7928,154,1.4,4.865,5228.1,999,0,0,0
7929,326,1.4,4.865,5228.1,999,0,0,0
7930,362,1.4,4.865,5228.1,999,0,0,0
7931,72,1.4,4.865,5228.1,999,0,0,0
7932,121,1.4,4.865,5228.1,999,0,0,0
7933,1068,1.4,4.865,5228.1,999,0,0,1
7934,101,1.4,4.865,5228.1,999,0,0,0
7935,210,1.4,4.865,5228.1,999,0,0,0
7936,163,1.4,4.865,5228.1,999,0,0,0
7937,306,1.4,4.865,5228.1,999,0,0,0
7938,313,1.4,4.865,5228.1,999,0,0,0
7939,94,1.4,4.865,5228.1,999,0,0,0
7940,658,1.4,4.865,5228.1,999,0,0,0
7941,250,1.4,4.865,5228.1,999,0,0,0
7942,493,1.4,4.865,5228.1,999,0,0,0
7943,23,1.4,4.865,5228.1,999,0,0,0
7944,562,1.4,4.865,5228.1,999,0,0,0
7945,490,1.4,4.865,5228.1,999,0,0,0
7946,140,1.4,4.865,5228.1,999,0,0,0
7947,302,1.4,4.865,5228.1,999,0,0,0
7948,46,1.4,4.865,5228.1,999,0,0,0
7949,149,1.4,4.865,5228.1,999,0,0,0
7950,88,1.4,4.865,5228.1,999,0,0,0
7951,118,1.4,4.865,5228.1,999,0,0,0
7952,230,1.4,4.865,5228.1,999,0,0,1
7953,426,1.4,4.865,5228.1,999,0,0,0
7954,403,1.4,4.865,5228.1,999,0,0,0
7955,169,1.4,4.865,5228.1,999,0,0,0
7956,123,1.4,4.865,5228.1,999,0,0,0
7957,221,1.4,4.865,5228.1,999,0,0,0
7958,169,1.4,4.865,5228.1,999,0,0,0
7959,102,1.4,4.865,5228.1,999,0,0,0
7960,214,1.4,4.865,5228.1,999,0,0,0
7961,572,1.4,4.865,5228.1,999,0,0,0
7962,147,1.4,4.865,5228.1,999,0,0,0
7963,124,1.4,4.865,5228.1,999,0,0,0
7964,105,1.4,4.865,5228.1,999,0,0,0
7965,171,1.4,4.865,5228.1,999,0,0,0
7966,498,1.4,4.865,5228.1,999,0,0,0
7967,50,1.4,4.865,5228.1,999,0,0,0
7968,31,1.4,4.865,5228.1,999,0,0,0
7969,266,1.4,4.865,5228.1,999,0,0,0
7970,163,1.4,4.865,5228.1,999,0,0,0
7971,304,1.4,4.865,5228.1,999,0,0,0
7972,469,1.4,4.865,5228.1,999,0,0,0
7973,45,1.4,4.865,5228.1,999,0,0,0
7974,249,1.4,4.865,5228.1,999,0,0,0
7975,85,1.4,4.865,5228.1,999,0,0,0
7976,79,1.4,4.865,5228.1,999,0,0,0
7977,70,1.4,4.865,5228.1,999,0,0,0
7978,758,1.4,4.865,5228.1,999,0,0,0
7979,466,1.4,4.865,5228.1,999,0,0,0
7980,200,1.4,4.865,5228.1,999,0,0,0
7981,87,1.4,4.865,5228.1,999,0,0,0
7982,966,1.4,4.865,5228.1,999,0,0,0
7983,747,1.4,4.865,5228.1,999,0,0,1
7984,430,1.4,4.865,5228.1,999,0,0,0
7985,241,1.4,4.865,5228.1,999,0,0,0
7986,147,1.4,4.865,5228.1,999,0,0,0
7987,131,1.4,4.865,5228.1,999,0,0,0
7988,541,1.4,4.865,5228.1,999,0,0,0
7989,281,1.4,4.865,5228.1,999,0,0,0
7990,158,1.4,4.865,5228.1,999,0,0,0
7991,201,1.4,4.865,5228.1,999,0,0,0
7992,56,1.4,4.865,5228.1,999,0,0,0
7993,91,1.4,4.865,5228.1,999,0,0,0
7994,187,1.4,4.865,5228.1,999,0,0,0
7995,409,1.4,4.865,5228.1,999,0,0,0
7996,269,1.4,4.865,5228.1,999,0,0,0
7997,221,1.4,4.865,5228.1,999,0,0,0
7998,255,1.4,4.865,5228.1,999,0,0,0
7999,71,1.4,4.865,5228.1,999,0,0,0
8000,184,1.4,4.865,5228.1,999,0,0,0
8001,67,1.4,4.865,5228.1,999,0,0,0
8002,276,1.4,4.865,5228.1,999,0,0,0
8003,41,1.4,4.865,5228.1,999,0,0,0
8004,145,1.4,4.865,5228.1,999,0,0,0
8005,424,1.4,4.865,5228.1,999,0,0,0
8006,612,1.4,4.865,5228.1,999,0,0,0
8007,282,1.4,4.865,5228.1,999,0,0,0
8008,198,1.4,4.865,5228.1,999,0,0,0
8009,76,1.4,4.865,5228.1,999,0,0,0
8010,102,1.4,4.865,5228.1,999,0,0,0
8011,60,1.4,4.865,5228.1,999,0,0,0
8012,252,1.4,4.865,5228.1,999,0,0,0
8013,23,1.4,4.865,5228.1,999,0,0,0
8014,555,1.4,4.865,5228.1,999,0,0,1
8015,200,1.4,4.865,5228.1,999,0,0,0
8016,1330,1.4,4.865,5228.1,999,0,0,0
8017,157,1.4,4.865,5228.1,999,0,0,0
8018,218,1.4,4.865,5228.1,999,0,0,0
8019,548,1.4,4.865,5228.1,999,0,0,0
8020,176,1.4,4.865,5228.1,999,0,0,0
8021,335,1.4,4.865,5228.1,999,0,0,0
8022,142,1.4,4.865,5228.1,999,0,0,0
8023,267,1.4,4.865,5228.1,999,0,0,0
8024,86,1.4,4.865,5228.1,999,0,0,0
8025,129,1.4,4.865,5228.1,999,0,0,0
8026,322,1.4,4.865,5228.1,999,0,0,0
8027,111,1.4,4.865,5228.1,999,0,0,0
8028,106,1.4,4.865,5228.1,999,0,0,0
8029,136,1.4,4.865,5228.1,999,0,0,0
8030,228,1.4,4.865,5228.1,999,0,0,0
8031,71,1.4,4.865,5228.1,999,0,0,0
8032,29,1.4,4.865,5228.1,999,0,0,0
8033,150,1.4,4.865,5228.1,999,0,0,0
8034,252,1.4,4.865,5228.1,999,0,0,0
8035,518,1.4,4.865,5228.1,999,0,0,0
8036,42,1.4,4.865,5228.1,999,0,0,0
8037,140,1.4,4.865,5228.1,999,0,0,0
8038,144,1.4,4.865,5228.1,999,0,0,0
8039,303,1.4,4.865,5228.1,999,0,0,0
8040,171,1.4,4.865,5228.1,999,0,0,0
8041,132,1.4,4.865,5228.1,999,0,0,0
8042,288,1.4,4.865,5228.1,999,0,0,0
8043,73,1.4,4.865,5228.1,999,0,0,0
8044,230,1.4,4.865,5228.1,999,0,0,0
8045,685,1.4,4.865,5228.1,999,0,0,0
8046,82,1.4,4.865,5228.1,999,0,0,0
8047,345,1.4,4.865,5228.1,999,0,0,0
8048,75,1.4,4.865,5228.1,999,0,0,0
8049,223,1.4,4.865,5228.1,999,0,0,0
8050,479,1.4,4.865,5228.1,999,0,0,0
8051,156,1.4,4.865,5228.1,999,0,0,0
8052,80,1.4,4.865,5228.1,999,0,0,0
8053,204,1.4,4.865,5228.1,999,0,0,0
8054,360,1.4,4.865,5228.1,999,0,0,0
8055,126,1.4,4.865,5228.1,999,0,0,0
8056,148,1.4,4.865,5228.1,999,0,0,0
8057,267,1.4,4.865,5228.1,999,0,0,0
8058,290,1.4,4.865,5228.1,999,0,0,0
8059,136,1.4,4.865,5228.1,999,0,0,0
8060,127,1.4,4.865,5228.1,999,0,0,0
8061,56,1.4,4.865,5228.1,999,0,0,0
8062,777,1.4,4.865,5228.1,999,0,0,1
8063,32,1.4,4.865,5228.1,999,0,0,0
8064,235,1.4,4.865,5228.1,999,0,0,0
8065,91,1.4,4.865,5228.1,999,0,0,0
8066,198,1.4,4.865,5228.1,999,0,0,0
8067,164,1.4,4.865,5228.1,999,0,0,0
8068,98,1.4,4.865,5228.1,999,0,0,0
8069,92,1.4,4.865,5228.1,999,0,0,0
8070,53,1.4,4.865,5228.1,999,0,0,0
8071,349,1.4,4.865,5228.1,999,0,0,0
8072,178,1.4,4.865,5228.1,999,0,0,0
8073,532,1.4,4.865,5228.1,999,0,0,0
8074,164,1.4,4.865,5228.1,999,0,0,0
8075,35,1.4,4.865,5228.1,999,0,0,0
8076,20,1.4,4.865,5228.1,999,0,0,0
8077,154,1.4,4.865,5228.1,999,0,0,0
8078,930,1.4,4.865,5228.1,999,0,0,0
8079,392,1.4,4.865,5228.1,999,0,0,0
8080,213,1.4,4.865,5228.1,999,0,0,0
8081,18,1.4,4.865,5228.1,999,0,0,0
8082,393,1.4,4.865,5228.1,999,0,0,0
8083,746,1.4,4.865,5228.1,999,0,0,0
8084,351,1.4,4.865,5228.1,999,0,0,0
8085,174,1.4,4.865,5228.1,999,0,0,0
8086,142,1.4,4.865,5228.1,999,0,0,0
8087,229,1.4,4.865,5228.1,999,0,0,0
8088,261,1.4,4.865,5228.1,999,0,0,0
8089,289,1.4,4.865,5228.1,999,0,0,0
8090,227,1.4,4.865,5228.1,999,0,0,0
8091,115,1.4,4.865,5228.1,999,0,0,0
8092,178,1.4,4.865,5228.1,999,0,0,0
8093,41,1.4,4.865,5228.1,999,0,0,0
8094,154,1.4,4.865,5228.1,999,0,0,0
8095,100,1.4,4.865,5228.1,999,0,0,0
8096,61,1.4,4.865,5228.1,999,0,0,0
8097,181,1.4,4.865,5228.1,999,0,0,0
8098,205,1.4,4.865,5228.1,999,0,0,0
8099,468,1.4,4.865,5228.1,999,0,0,0
8100,358,1.4,4.865,5228.1,999,0,0,0
8101,442,1.4,4.865,5228.1,999,0,0,0
8102,1576,1.4,4.865,5228.1,999,0,0,0
8103,83,1.4,4.865,5228.1,999,0,0,0
8104,134,1.4,4.865,5228.1,999,0,0,0
8105,28,1.4,4.865,5228.1,999,0,0,0
8106,92,1.4,4.865,5228.1,999,0,0,0
8107,217,1.4,4.865,5228.1,999,0,0,0
8108,134,1.4,4.865,5228.1,999,0,0,0
8109,222,1.4,4.865,5228.1,999,0,0,0
8110,179,1.4,4.865,5228.1,999,0,0,0
8111,110,1.4,4.865,5228.1,999,0,0,0
8112,444,1.4,4.865,5228.1,999,0,0,1
8113,548,1.4,4.865,5228.1,999,0,0,0
8114,16,1.4,4.865,5228.1,999,0,0,0
8115,213,1.4,4.865,5228.1,999,0,0,0
8116,402,1.4,4.865,5228.1,999,0,0,0
8117,312,1.4,4.865,5228.1,999,0,0,0
8118,280,1.4,4.865,5228.1,999,0,0,0
8119,689,1.4,4.865,5228.1,999,0,0,0
8120,716,1.4,4.865,5228.1,999,0,0,0
8121,43,1.4,4.865,5228.1,999,0,0,0
8122,39,1.4,4.865,5228.1,999,0,0,0
8123,90,1.4,4.865,5228.1,999,0,0,0
8124,194,1.4,4.865,5228.1,999,0,0,0
8125,984,1.4,4.865,5228.1,999,0,0,0
8126,153,1.4,4.865,5228.1,999,0,0,0
8127,59,1.4,4.865,5228.1,999,0,0,0
8128,20,1.4,4.865,5228.1,999,0,0,0
8129,359,1.4,4.865,5228.1,999,0,0,0
8130,605,1.4,4.865,5228.1,999,0,0,1
8131,180,1.4,4.865,5228.1,999,0,0,0
8132,30,1.4,4.865,5228.1,999,0,0,0
8133,94,1.4,4.865,5228.1,999,0,0,0
8134,232,1.4,4.865,5228.1,999,0,0,0
8135,432,1.4,4.865,5228.1,999,0,0,1
8136,152,1.4,4.864,5228.1,999,0,0,0
8137,104,1.4,4.864,5228.1,999,0,0,0
8138,154,1.4,4.864,5228.1,999,0,0,0
8139,70,1.4,4.864,5228.1,999,0,0,0
8140,48,1.4,4.864,5228.1,999,0,0,0
